ToolKitProtoSystemToolProtocol.IntentSideEffect.StateChangeWithBehavior	2	behavior	singular_presence	message	ToolKit.ToolKitProtoSystemToolProtocol.IntentSideEffect.Behavior		65
ToolKitProtoSystemToolProtocol.ShowInAppStringSearchResults	1	values	repeated	string			16
ToolKitProtoSystemToolProtocol.SiriKitIntent	2	intentClassName	singular	string			105
ToolKitProtoSystemToolProtocol.SynthesizedToolProtocol	1	replacingIntents	repeated	string			241
ToolKitProtoSystemTypeProtocol	1	unknown	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	125
ToolKitProtoSystemTypeProtocol	2	mailAccount	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoSystemTypeProtocol	3	mailAddressee	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoSystemTypeProtocol	4	mailMessage	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoSystemTypeProtocol	5	mailbox	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoSystemTypeProtocol	9	uniqueEntity	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	263
ToolKitProtoSystemTypeProtocol	10	intentUpdatableEntity	singular_presence	message	ToolKit.ToolKitProtoSystemTypeProtocol.IntentUpdatableEntity	0	3
ToolKitProtoSystemTypeProtocol	11	urlRepresentable	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	323
ToolKitProtoSystemTypeProtocol	14	assistantSchema	singular_presence	message	ToolKit.ToolKitProtoSystemTypeProtocol.AssistantSchema	0	224
ToolKitProtoSystemTypeProtocol	16	persistentFileIdentifiable	singular_presence	message	ToolKit.ToolKitProtoSystemTypeProtocol.PersistentFileIdentifiable	0	5
ToolKitProtoSystemTypeProtocol	17	transientEntity	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	308
ToolKitProtoSystemTypeProtocol	18	indexedEntity	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	39
ToolKitProtoSystemTypeProtocol	19	collaborative	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	17
ToolKitProtoSystemTypeProtocol	20	syncableIdentifier	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	29
ToolKitProtoSystemTypeProtocol	21	modelRepresentation	singular_presence	message	ToolKit.ToolKitProtoSystemTypeProtocol.ModelRepresentationMetadata	0	10
ToolKitProtoSystemTypeProtocol	22	snippetRepresentable	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoSystemTypeProtocol.AssistantSchema	1	identifier	singular_presence	message	ToolKit.ToolKitProtoAssistantSchemaIdentifier		224
ToolKitProtoSystemTypeProtocol.IntentUpdatableEntity	1	actionIdentifier	singular	string			3
ToolKitProtoSystemTypeProtocol.ModelRepresentationMetadata	1	supportedLevels	repeated	enum	ToolKit.ToolKitProtoModelRepresentationLevel		10
ToolKitProtoSystemTypeProtocol.ModelRepresentationMetadata	2	fullRepresentationPropertyIdentifiers	repeated	string			9
ToolKitProtoSystemTypeProtocol.ModelRepresentationMetadata	3	summaryRepresentationPropertyIdentifiers	repeated	string			4
ToolKitProtoSystemTypeProtocol.ModelRepresentationMetadata	4	supportedComponentKinds	repeated	enum	ToolKit.ToolKitProtoModelRepresentationComponentKind		8
ToolKitProtoSystemTypeProtocol.PersistentFileIdentifiable	1	supportedContentTypes	repeated	string			5
ToolKitProtoToolDefinition.Version1.Parameter.Relationship	1	key	singular	string			832
ToolKitProtoToolDefinition.Version1.Parameter.Relationship	2	relation	singular_presence	message	ToolKit.ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation		832
ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation	1	isSome	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	20
ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation	3	equals	singular_presence	message	ToolKit.ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation.Equals	0	785
ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation	4	notEquals	singular_presence	message	ToolKit.ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation.NotEquals	0	27
ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation.Equals	1	values	repeated	message	ToolKit.ToolKitProtoTypedValue		785
ToolKitProtoToolDefinition.Version1.Parameter.Relationship.Relation.NotEquals	1	values	repeated	message	ToolKit.ToolKitProtoTypedValue		27
ToolKitProtoToolDefinition.Version1.ToolIcon	1	workflowAsset	singular_presence	string		0	43
ToolKitProtoToolDefinition.Version1.ToolIcon	2	symbol	singular_presence	message	ToolKit.ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIcon	0	212
ToolKitProtoToolDefinition.Version1.ToolIcon	3	externalAsset	singular_presence	message	ToolKit.ToolKitProtoToolDefinition.Version1.ToolIcon.ToolExternalAsset	0	9
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolExternalAsset	1	name	singular	string			9
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolExternalAsset	2	bundlePath	singular	string			9
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIcon	1	name	singular	string			212
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIcon	2	style	singular	enum	ToolKit.ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIconStyle		52
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIcon	3	foreground	singular	string			212
ToolKitProtoToolDefinition.Version1.ToolIcon.ToolSymbolIcon	4	background	singular_presence	string			160
ToolKitProtoTypeDefinition.Version1.Entity.Property	1	id	singular	string			3440
ToolKitProtoTypeDefinition.Version1.Entity.Property	2	displayName	singular	string			3440
ToolKitProtoTypeDefinition.Version1.Entity.Property	3	type	singular_presence	message	ToolKit.ToolKitProtoTypeInstance		3440
ToolKitProtoTypeDefinition.Version1.Entity.Property	4	spotlightAttributes	singular_presence	message	ToolKit.ToolKitProtoTypeDefinition.Version1.Entity.Property.SpotlightAttributes		1762
ToolKitProtoTypeDefinition.Version1.Entity.Property	7	authenticationPolicy	singular_presence	enum	ToolKit.ToolKitProtoTypeDefinition.Version1.Entity.AuthenticationPolicy		3440
ToolKitProtoTypeDefinition.Version1.Entity.Property.SpotlightAttributes	1	attributeKey	singular_presence	string			1762
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	1	comparison	repeated	message	ToolKit.ToolKitProtoComparisonPredicate.Template		191
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	2	stringSearch	singular_presence	message	ToolKit.ToolKitProtoStringSearchPredicate.Template		1686
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	3	idSearch	singular_presence	message	ToolKit.ToolKitProtoIdSearchPredicate.Template		1578
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	4	all	singular_presence	message	ToolKit.ToolKitProtoAllPredicate		218
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	5	suggested	singular_presence	message	ToolKit.ToolKitProtoSuggestedPredicate		1398
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	8	valid	singular_presence	message	ToolKit.ToolKitProtoValidPredicate		30
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	9	metadata	singular_presence	message	ToolKit.ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates.PredicateMetadata		2184
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	10	valueSearch	singular_presence	message	ToolKit.ToolKitProtoValueSearchPredicate.Template		83
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates	11	unique	singular_presence	message	ToolKit.ToolKitProtoUniquePredicate		523
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates.PredicateMetadata	1	queryIdentifier	singular	string			2184
ToolKitProtoTypeDefinition.Version1.Query.PredicateTemplates.PredicateMetadata	2	bundleIdentifier	singular	string			2184
ToolKitProtoTypeIdentifier	1	primitive	singular_presence	message	ToolKit.ToolKitProtoTypeIdentifier.Primitive	0	14655
ToolKitProtoTypeIdentifier	2	custom	singular_presence	message	ToolKit.ToolKitProtoTypeIdentifier.Custom	0	13404
ToolKitProtoTypeIdentifier	3	builtin	singular_presence	message	ToolKit.ToolKitProtoTypeIdentifier.Builtin	0	862
ToolKitProtoTypeIdentifier.Builtin	1	app	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	17
ToolKitProtoTypeIdentifier.Builtin	4	color	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	5
ToolKitProtoTypeIdentifier.Builtin	7	homeArea	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	4
ToolKitProtoTypeIdentifier.Builtin	8	mediaRoute	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	9
ToolKitProtoTypeIdentifier.Builtin	13	rideshareOption	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	2
ToolKitProtoTypeIdentifier.Builtin	16	query	singular_presence	message	ToolKit.ToolKitProtoTypeIdentifier	0	825
ToolKitProtoTypeIdentifier.Custom	1	bundleIdentifier	singular	string			13404
ToolKitProtoTypeIdentifier.Custom	2	typeName	singular	string			13404
ToolKitProtoTypeIdentifier.Primitive	1	noneP	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1007
ToolKitProtoTypeIdentifier.Primitive	2	bool	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1984
ToolKitProtoTypeIdentifier.Primitive	3	int	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	345
ToolKitProtoTypeIdentifier.Primitive	4	number	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	855
ToolKitProtoTypeIdentifier.Primitive	5	decimal	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	1
ToolKitProtoTypeIdentifier.Primitive	6	string	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	5169
ToolKitProtoTypeIdentifier.Primitive	7	date	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	2434
ToolKitProtoTypeIdentifier.Primitive	8	dateComponents	singular_presence	enum	InternalSwiftProtobuf.Google_Protobuf_NullValue	0	87
